Time, Speed (KMPH), Speed (MPH), Acceleration, Longitude, Latitude, SatelliteNum, Accuracy, Heading, Altitude,rpm,,,,,,,,,,,,,,,,
3.5,20.014,12.436,0.179,4.2422303333333335,50.510639999999995,12,0.63,115.91000366210938,125.1,770.3420623,,,,,,,,,,,,,,,,
3.599999999998545,20.542,12.764,0.15,4.242237666666667,50.51063783333334,12,0.63,114.51000213623047,125.1,790.6648668,,,,,,,,,,,,,,,,
3.6999999999970896,21.663,13.46,0.318,4.242245333333333,50.510635333333326,12,0.63,115.5199966430664,125,833.8123362,,,,,,,,,,,,,,,,
3.7999999999956344,22.847,14.196,0.335,4.242254333333333,50.51063383333334,12,0.63,111.91999816894531,125.1,879.3846856,,,,,,,,,,,,,,,,
3.8999999999941792,23.616,14.674,0.218,4.242263333333333,50.510632,12,0.63,109.62999725341797,125,908.9836187,,,,,,,,,,,,,,,,
4,24.576,15.27,0.272,4.242272666666667,50.51063016666667,12,0.63,108.80999755859375,125,945.9341723,,,,,,,,,,,,,,,,
4.099999999998545,25.261,15.696,0.194,4.242281833333333,50.51062783333334,12,0.63,109.61000061035156,125,972.2999319,,,,,,,,,,,,,,,,
4.2,26.547,16.495,0.364,4.242292,50.51062566666666,12,0.63,109.2699966430664,124.9,1021.798278,,,,,,,,,,,,,,,,
4.299999999995634,26.668,16.57,0.034,4.242301833333333,50.51062366666667,12,0.63,108.31999969482422,124.9,1026.455587,,,,,,,,,,,,,,,,
4.399999999994179,26.992,16.772,0.092,4.242312,50.51062183333333,12,0.63,107.19999694824219,124.8,1038.926399,,,,,,,,,,,,,,,,
4.5,28.819,17.907,0.518,4.242323,50.5106195,12,0.63,107.23999786376953,124.7,1109.247921,,,,,,,,,,,,,,,,
4.599999999998545,31.011,19.269,0.621,4.242335,50.510617,12,0.63,108.12000274658203,124.7,1193.618352,,,,,,,,,,,,,,,,
4.7,33.96,21.101,0.835,4.242348833333334,50.51061466666667,12,0.7,107.23999786376953,124.7,1307.125834,,,,,,,,,,,,,,,,
4.799999999995634,35.641,22.146,0.476,4.2423625,50.51061200000001,12,0.63,107.1500015258789,124.7,1371.827793,,,,,,,,,,,,,,,,
4.899999999994179,37.346,23.205,0.483,4.2423763333333335,50.51060883333333,12,0.63,108.41000366210938,124.6,1437.453516,,,,,,,,,,,,,,,,
5,39.538,24.567,0.621,4.242391666666666,50.51060616666667,12,0.63,107.01000213623047,124.6,1521.823946,,,,,,,,,,,,,,,,
5.099999999998545,41.033,25.496,0.423,4.2424075,50.510603499999995,12,0.63,105.91999816894531,124.5,1579.366735,,,,,,,,,,,,,,,,
5.2,42.456,26.38,0.403,4.242424166666667,50.5106015,12,0.63,104,124.6,1634.138233,,,,,,,,,,,,,,,,
5.299999999995634,44.425,27.604,0.558,4.242441166666667,50.51059816666666,12,0.63,106.22000122070312,124.6,1709.925358,,,,,,,,,,,,,,,,
5.399999999994179,46.731,29.037,0.653,4.242458833333333,50.51059433333333,12,0.63,107.44999694824219,124.5,1798.683667,,,,,,,,,,,,,,,,
5.5,47.847,29.73,0.316,4.242476666666667,50.510590333333326,12,0.63,108.47000122070312,124.5,1841.638686,,,,,,,,,,,,,,,,
5.599999999998545,48.973,30.43,0.319,4.242495166666667,50.51058666666666,12,0.63,107.98999786376953,124.4,1884.978606,,,,,,,,,,,,,,,,
5.7,50.518,31.39,0.438,4.242514166666667,50.51058266666667,12,0.64,107.95999908447266,124.3,1944.445903,,,,,,,,,,,,,,,,
5.799999999995634,52.428,32.577,0.541,4.242534,50.51057833333333,12,0.63,108.3499984741211,124.3,2017.962109,,,,,,,,,,,,,,,,
5.899999999994179,54.377,33.788,0.552,4.242554,50.51057300000001,12,0.63,110.20999908447266,124.2,2092.979431,,,,,,,,,,,,,,,,
6,56.099,34.858,0.488,4.242574833333333,50.51056783333333,12,0.63,111.02999877929688,124.1,2159.259486,,,,,,,,,,,,,,,,
6.099999999998545,58.156,36.136,0.583,4.242596333333334,50.51056233333334,12,0.63,111.2300033569336,124.1,2238.433745,,,,,,,,,,,,,,,,
6.2,60.847,37.808,0.762,4.242619333333334,50.510557,12,0.64,111.04000091552734,124,2342.010766,,,,,,,,,,,,,,,,
6.299999999995634,62.891,39.078,0.579,4.2426433333333335,50.51055183333333,12,0.63,110.05000305175781,124,2420.684653,,,,,,,,,,,,,,,,
6.399999999994179,64.916,40.336,0.574,4.242667666666667,50.5105465,12,0.64,109.87000274658203,123.9,2498.627227,,,,,,,,,,,,,,,,
6.5,64.743,40.229,-0.049,4.2426915,50.510540999999996,12,0.64,109.75,123.8,2491.968429,,,,,,,,,,,,,,,,
6.599999999998545,64.715,40.212,-0.008,4.242715166666667,50.510535499999996,12,0.66,109.83999633789062,123.7,2490.890705,,,,,,,,,,,,,,,,
6.7,64.808,40.269,0.026,4.242739,50.51053,12,0.66,110.0199966430664,123.7,2494.47029,,,,,,,,,,,,,,,,
6.799999999995634,64.372,39.998,-0.123,4.242762333333333,50.510524000000004,12,0.66,110.7300033569336,123.6,2477.68858,,,,,,,,,,,,,,,,
6.899999999994179,65.105,40.454,0.208,4.242786833333333,50.51051900000001,12,0.66,109.76000213623047,123.7,2505.901867,,,,,,,,,,,,,,,,
7,65.628,40.779,0.148,4.2428110000000006,50.510513499999995,12,0.63,109.6500015258789,123.6,2526.032221,,,,,,,,,,,,,,,,
7.099999999998545,68.063,42.292,0.69,4.242836666666666,50.510507999999994,12,0.66,109.4000015258789,123.5,2619.75576,,,,,,,,,,,,,,,,
7.2,67.857,42.164,-0.058,4.242861666666667,50.510502333333335,12,0.64,109.30999755859375,123.3,2611.826787,,,,,,,,,,,,,,,,
7.299999999995634,69.404,43.125,0.438,4.242886833333333,50.5104955,12,0.64,110.7699966430664,123.2,2671.371065,,,,,,,,,,,,,,,,
7.399999999994179,70.591,43.863,0.336,4.242913166666667,50.51048966666667,12,0.64,110.19999694824219,123.1,2717.058885,,,,,,,,,,,,,,,,
7.5,71.785,44.605,0.338,4.242939833333334,50.51048349999999,12,0.64,110.27999877929688,123,2763.016136,,,,,,,,,,,,,,,,
7.599999999998545,73.524,45.685,0.493,4.242967666666667,50.510477666666674,12,0.64,109.58999633789062,123,2829.950524,,,,,,,,,,,,,,,,
7.7,75.271,46.771,0.495,4.242996166666667,50.510471333333335,12,0.66,109.44999694824219,123,2897.192834,,,,,,,,,,,,,,,,
7.799999999995634,76.733,47.679,0.414,4.2430251666666665,50.510465499999995,12,0.66,108.79000091552734,122.9,2953.465448,,,,,,,,,,,,,,,,
7.899999999994179,78.664,48.879,0.547,4.243055333333333,50.510459999999995,12,0.66,107.58000183105469,122.8,3027.789947,,,,,,,,,,,,,,,,
8,80.113,49.779,0.41,4.243086,50.51045466666666,12,0.66,106.83999633789062,122.8,3083.562188,,,,,,,,,,,,,,,,
8.099999999998545,81.643,50.73,0.433,4.243117166666667,50.51044883333334,12,0.66,106.63999938964844,122.7,3142.452133,,,,,,,,,,,,,,,,
8.2,83.277,51.745,0.463,4.2431486666666665,50.510443,12,0.66,106.5199966430664,122.6,3205.345055,,,,,,,,,,,,,,,,
8.299999999995634,84.631,52.587,0.384,4.243180499999999,50.5104365,12,0.66,106.91999816894531,122.5,3257.460731,,,,,,,,,,,,,,,,
8.4,85.766,53.292,0.321,4.243212833333333,50.5104305,12,0.66,106.69999694824219,122.4,3301.147063,,,,,,,,,,,,,,,,
8.5,86.963,54.036,0.339,4.2432463333333335,50.51042583333333,12,0.66,104.9800033569336,122.1,3347.219784,,,,,,,,,,,,,,,,
8.599999999998545,88.552,55.023,0.45,4.2432799999999995,50.510419500000005,12,0.66,105.47000122070312,122,3408.380649,,,,,,,,,,,,,,,,
8.7,89.518,55.623,0.274,4.2433135,50.5104125,12,0.66,106.6500015258789,121.9,3445.562143,,,,,,,,,,,,,,,,
8.799999999995634,91.859,57.078,0.663,4.243348,50.51040483333333,12,0.66,107.62000274658203,121.8,3535.667608,,,,,,,,,,,,,,,,
8.9,93.236,57.934,0.39,4.243383333333333,50.51039816666666,12,0.66,107.16000366210938,121.7,3588.668558,,,,,,,,,,,,,,,,
9,93.853,58.317,0.175,4.243418666666667,50.51039133333334,12,0.66,107.05000305175781,121.6,3612.416987,,,,,,,,,,,,,,,,
9.099999999998545,95.761,59.503,0.54,4.243454666666667,50.51038383333333,12,0.66,107.41999816894531,121.5,3685.856212,,,,,,,,,,,,,,,,
9.2,97.067,60.314,0.37,4.243490666666667,50.510375,12,0.66,108.66999816894531,121.4,3736.124361,,,,,,,,,,,,,,,,
9.299999999995634,98.285,61.071,0.345,4.243527333333334,50.510367166666676,12,0.66,108.69999694824219,121.3,3783.005376,,,,,,,,,,,,,,,,
9.4,99.85,62.043,0.443,4.243564833333334,50.510359,12,0.66,108.66000366210938,121.3,3843.242476,,,,,,,,,,,,,,,,
9.5,100.929,62.714,0.306,4.243602333333333,50.51035066666667,12,0.66,108.87999725341797,121.1,3884.773359,,,,,,,,,,,,,,,,
9.599999999998545,102.476,63.675,0.438,4.243640833333333,50.51034249999999,12,0.66,108.73999786376953,121.1,3944.317637,,,,,,,,,,,,,,,,
9.7,103.564,64.351,0.308,4.2436795,50.510333833333334,12,0.66,109.05999755859375,121,3986.194931,,,,,,,,,,,,,,,,
9.799999999995634,104.647,65.024,0.307,4.2437185,50.5103255,12,0.66,108.86000061035156,120.8,4027.879774,,,,,,,,,,,,,,,,
9.9,105.278,65.416,0.179,4.2437578333333335,50.510317,12,0.66,108.68000030517578,120.8,4052.167065,,,,,,,,,,,,,,,,
10,105.094,65.302,-0.052,4.243796666666666,50.5103085,12,0.66,108.94999694824219,120.7,4045.084875,,,,,,,,,,,,,,,,
10.099999999998545,104.971,65.225,-0.035,4.2438355,50.51030016666667,12,0.66,108.88999938964844,120.6,4040.350586,,,,,,,,,,,,,,,,
10.19999999999709,105.324,65.445,0.1,4.243874833333334,50.51029183333333,12,0.66,108.66999816894531,120.5,4053.937612,,,,,,,,,,,,,,,,
10.299999999995634,104.886,65.173,-0.124,4.243913833333334,50.51028366666666,12,0.66,108.5,120.4,4037.078922,,,,,,,,,,,,,,,,
10.39999999999418,105.146,65.334,0.074,4.243953,50.510275166666666,12,0.66,108.70999908447266,120.3,4047.086364,,,,,,,,,,,,,,,,
10.5,104.662,65.033,-0.137,4.243991833333333,50.51026716666667,12,0.66,108.23999786376953,120.2,4028.457126,,,,,,,,,,,,,,,,
10.599999999998545,104.846,65.148,0.052,4.244030666666666,50.51025866666667,12,0.66,108.80999755859375,120.2,4035.539316,,,,,,,,,,,,,,,,
10.69999999999709,104.5,64.933,-0.098,4.244069333333333,50.51025016666667,12,0.66,108.87000274658203,120,4022.22172,,,,,,,,,,,,,,,,
10.799999999995634,104.247,64.776,-0.072,4.244108,50.51024183333334,12,0.66,108.80999755859375,120,4012.48371,,,,,,,,,,,,,,,,
10.89999999999418,103.968,64.602,-0.079,4.2441466666666665,50.510233666666664,12,0.66,108.73999786376953,119.9,4001.744955,,,,,,,,,,,,,,,,
11,103.801,64.498,-0.047,4.244185166666667,50.5102255,12,0.66,108.61000061035156,119.8,3995.317099,,,,,,,,,,,,,,,,
11.099999999998545,103.652,64.406,-0.042,4.244223833333334,50.51021733333334,12,0.66,108.62000274658203,119.7,3989.582065,,,,,,,,,,,,,,,,
11.19999999999709,103.168,64.105,-0.137,4.244262,50.51020916666666,12,0.66,108.4800033569336,119.6,3970.952827,,,,,,,,,,,,,,,,
11.299999999995634,103.482,64.3,0.089,4.244300666666667,50.51020100000001,12,0.66,108.5,119.6,3983.038738,,,,,,,,,,,,,,,,
11.39999999999418,103.346,64.216,-0.039,4.244339,50.510192833333335,12,0.66,108.58000183105469,119.5,3977.804076,,,,,,,,,,,,,,,,
11.5,102.615,63.762,-0.207,4.244377,50.51018466666666,12,0.66,108.54000091552734,119.4,3949.667769,,,,,,,,,,,,,,,,
11.599999999998545,102.637,63.775,0.006,4.244415,50.51017650000001,12,0.66,108.7699966430664,119.4,3950.514552,,,,,,,,,,,,,,,,
11.69999999999709,102.557,63.725,-0.023,4.244452999999999,50.51016800000001,12,0.66,109.16000366210938,119.3,3947.43534,,,,,,,,,,,,,,,,
11.799999999995634,101.791,63.249,-0.217,4.244491166666666,50.51016116666666,12,0.66,107.29000091552734,119.2,3917.951877,,,,,,,,,,,,,,,,
11.89999999999418,101.813,63.263,0.006,4.244529333333333,50.510153499999994,12,0.66,107.52999877929688,119.1,3918.79866,,,,,,,,,,,,,,,,
12,101.477,63.054,-0.095,4.244567,50.5101455,12,0.71,108.1500015258789,119,3905.865967,,,,,,,,,,,,,,,,
12.099999999998545,101.861,63.293,0.109,4.244605166666667,50.510138000000005,12,0.66,107.77999877929688,119,3920.646188,,,,,,,,,,,,,,,,
12.19999999999709,101.457,63.042,-0.114,4.244642499999999,50.51012966666667,12,0.66,108.43000030517578,118.9,3905.096164,,,,,,,,,,,,,,,,
12.299999999995634,100.28,62.311,-0.333,4.244679666666667,50.510122,12,0.66,108.18000030517578,118.8,3859.793245,,,,,,,,,,,,,,,,
12.39999999999418,99.173,61.623,-0.314,4.244716333333333,50.51011416666667,12,0.66,108.37999725341797,118.7,3817.184638,,,,,,,,,,,,,,,,
12.5,98.031,60.913,-0.323,4.244752666666667,50.5101065,12,0.66,108.26000213623047,118.7,3773.228875,,,,,,,,,,,,,,,,
12.599999999998545,96.474,59.946,-0.441,4.244788166666667,50.510099000000004,12,0.66,108.37000274658203,118.6,3713.299696,,,,,,,,,,,,,,,,
12.69999999999709,95.353,59.249,-0.318,4.244823333333333,50.510091333333335,12,0.66,108.55000305175781,118.5,3670.152227,,,,,,,,,,,,,,,,
12.799999999995634,94.147,58.5,-0.342,4.244858333333334,50.51008433333333,12,0.66,108.1500015258789,118.5,3623.733094,,,,,,,,,,,,,,,,
12.89999999999418,92.744,57.628,-0.397,4.244892666666667,50.51007716666666,12,0.66,108.08000183105469,118.4,3569.731399,,,,,,,,,,,,,,,,
13,91.5,56.855,-0.352,4.244926333333334,50.51007,12,0.66,108.36000061035156,118.3,3521.84964,,,,,,,,,,,,,,,,
13.099999999998545,89.792,55.794,-0.484,4.244959333333333,50.51006300000001,12,0.66,108.13999938964844,118.2,3456.108447,,,,,,,,,,,,,,,,
13.19999999999709,89.408,55.555,-0.109,4.244992666666667,50.510056166666665,12,0.66,108.30999755859375,118.2,3441.328226,,,,,,,,,,,,,,,,
13.299999999995634,87.652,54.464,-0.497,4.245024833333333,50.510049333333335,12,0.66,108.11000061035156,118.1,3373.739505,,,,,,,,,,,,,,,,
13.39999999999418,86.277,53.61,-0.389,4.245056666666667,50.51004266666667,12,0.66,108.37000274658203,118,3320.815535,,,,,,,,,,,,,,,,
13.5,84.624,52.582,-0.468,4.245087833333333,50.510036166666666,12,0.66,108.19999694824219,118,3257.1913,,,,,,,,,,,,,,,,
13.599999999998545,82.769,51.43,-0.525,4.2451185,50.51002983333333,12,0.66,108.23999786376953,117.9,3185.792053,,,,,,,,,,,,,,,,
13.69999999999709,81.449,50.61,-0.374,4.245148333333334,50.51002333333333,12,0.66,108.55999755859375,117.9,3134.985042,,,,,,,,,,,,,,,,
13.799999999995634,80.115,49.781,-0.378,4.2451775,50.5100165,12,0.66,109.13999938964844,117.8,3083.639169,,,,,,,,,,,,,,,,
13.89999999999418,78.559,48.814,-0.441,4.245206,50.510010166666675,12,0.66,109.08000183105469,117.7,3023.74848,,,,,,,,,,,,,,,,
14,76.905,47.786,-0.469,4.245233833333333,50.51000366666667,12,0.66,109.43000030517578,117.7,2960.085755,,,,,,,,,,,,,,,,
14.099999999998545,75.694,47.034,-0.343,4.245261833333333,50.50999749999999,12,0.66,109.2699966430664,117.6,2913.474171,,,,,,,,,,,,,,,,
14.19999999999709,74.099,46.042,-0.452,4.245288833333333,50.50999133333333,12,0.66,109.62000274658203,117.6,2852.082366,,,,,,,,,,,,,,,,
14.299999999995634,72.235,44.884,-0.528,4.245315166666667,50.50998533333333,12,0.66,109.44999694824219,117.5,2780.336708,,,,,,,,,,,,,,,,
14.39999999999418,71.217,44.252,-0.288,4.245341166666666,50.50997949999999,12,0.66,109.31999969482422,117.4,2741.153725,,,,,,,,,,,,,,,,
14.5,69.65,43.278,-0.444,4.245366833333334,50.50997399999999,12,0.66,108.94999694824219,117.4,2680.839644,,,,,,,,,,,,,,,,
14.599999999998545,68.262,42.416,-0.393,4.245391833333333,50.5099685,12,0.66,108.80999755859375,117.3,2627.415302,,,,,,,,,,,,,,,,
14.69999999999709,66.57,41.364,-0.479,4.245416166666667,50.509963166666665,12,0.66,108.91000366210938,117.3,2562.289951,,,,,,,,,,,,,,,,
14.799999999995634,64.656,40.175,-0.542,4.2454395,50.509957666666665,12,0.66,109.36000061035156,117.2,2488.619785,,,,,,,,,,,,,,,,
14.89999999999418,62.976,39.131,-0.476,4.245462333333333,50.50995233333333,12,0.66,109.69000244140625,117.2,2423.956316,,,,,,,,,,,,,,,,
15,61.521,38.227,-0.412,4.245484666666667,50.50994716666667,12,0.66,110.02999877929688,117.1,2367.953134,,,,,,,,,,,,,,,,
15.099999999998545,59.896,37.217,-0.46,4.2455066666666665,50.50994216666666,12,0.66,110.19999694824219,117.1,2305.406624,,,,,,,,,,,,,,,,
15.19999999999709,58.185,36.154,-0.485,4.2455275,50.50993683333333,12,0.66,111.16999816894531,117,2239.54996,,,,,,,,,,,,,,,,
15.299999999995634,56.783,35.283,-0.397,4.2455475,50.50993116666667,12,0.66,112.5199966430664,117,2185.586755,,,,,,,,,,,,,,,,
15.39999999999418,55.188,34.292,-0.452,4.245566833333333,50.50992533333333,12,0.66,113.91000366210938,117,2124.19495,,,,,,,,,,,,,,,,
15.5,53.854,33.463,-0.378,4.245585500000001,50.50991933333333,12,0.66,115.61000061035156,116.9,2072.849077,,,,,,,,,,,,,,,,
15.599999999998545,53.182,33.045,-0.19,4.245603666666667,50.50991283333333,12,0.66,117.6500015258789,116.9,2046.983689,,,,,,,,,,,,,,,,
15.69999999999709,51.438,31.962,-0.494,4.245620333333333,50.509906,12,0.66,120.37000274658203,116.8,1979.85685,,,,,,,,,,,,,,,,
15.799999999995634,50.663,31.48,-0.22,4.245636833333333,50.509899,12,0.66,122.26000213623047,116.7,1950.026976,,,,,,,,,,,,,,,,
15.89999999999418,50.76,31.54,0.027,4.245653,50.5098915,12,0.66,124.5199966430664,116.7,1953.760522,,,,,,,,,,,,,,,,
16,50.272,31.237,-0.138,4.2456685,50.509883666666674,12,0.66,126.8499984741211,116.6,1934.977324,,,,,,,,,,,,,,,,
16.099999999998545,49.432,30.715,-0.238,4.245683333333333,50.50987566666666,12,0.66,129.24000549316406,116.6,1902.645589,,,,,,,,,,,,,,,,
16.19999999999709,49.324,30.648,-0.031,4.245698,50.509867500000006,12,0.67,130.6999969482422,116.6,1898.488652,,,,,,,,,,,,,,,,
16.299999999995634,49.209,30.577,-0.033,4.2457115,50.509858666666666,12,0.66,134.05999755859375,116.5,1894.062284,,,,,,,,,,,,,,,,
16.39999999999418,48.613,30.206,-0.169,4.2457245,50.50984983333333,12,0.66,135.97999572753906,116.5,1871.122148,,,,,,,,,,,,,,,,
16.5,48.329,30.03,-0.08,4.245736666666667,50.5098405,12,0.66,139.3000030517578,116.4,1860.190943,,,,,,,,,,,,,,,,
16.599999999998545,48.138,29.911,-0.054,4.245748000000001,50.50983083333334,12,0.67,141.8000030517578,116.3,1852.839322,,,,,,,,,,,,,,,,
16.69999999999709,47.684,29.629,-0.129,4.2457588333333325,50.509821166666676,12,0.67,143.88999938964844,116.3,1835.36479,,,,,,,,,,,,,,,,
16.799999999995634,47.745,29.667,0.017,4.245768166666666,50.509810833333326,12,0.66,148.3699951171875,116.2,1837.712689,,,,,,,,,,,,,,,,
16.89999999999418,46.67,28.999,-0.304,4.245776666666667,50.5098005,12,0.66,150.64999389648438,116.2,1796.335767,,,,,,,,,,,,,,,,
17,46.282,28.758,-0.11,4.245784166666667,50.50979016666667,12,0.66,154.3800048828125,116.2,1781.401585,,,,,,,,,,,,,,,,
17.099999999998545,45.73,28.415,-0.156,4.245791166666667,50.50977966666666,12,0.66,156.74000549316406,116.2,1760.155017,,,,,,,,,,,,,,,,
17.19999999999709,44.783,27.826,-0.268,4.245797333333333,50.509769166666665,12,0.66,158.72000122070312,116.1,1723.704835,,,,,,,,,,,,,,,,
17.299999999995634,43.463,27.006,-0.374,4.245802333333333,50.509758833333336,12,0.66,161.4499969482422,116.1,1672.897824,,,,,,,,,,,,,,,,
17.39999999999418,42.803,26.596,-0.187,4.245806333333333,50.509748666666674,12,0.66,164.3300018310547,116.1,1647.494319,,,,,,,,,,,,,,,,
17.5,41.253,25.633,-0.439,4.245809333333333,50.509738666666664,12,0.66,167.16000366210938,116.1,1587.834571,,,,,,,,,,,,,,,,
17.599999999998545,40.053,24.887,-0.34,4.245811,50.50972883333334,12,0.66,170.7899932861328,116,1541.646379,,,,,,,,,,,,,,,,
17.69999999999709,39.997,24.852,-0.016,4.245812166666667,50.50971883333333,12,0.66,173.35000610351562,116,1539.49093,,,,,,,,,,,,,,,,
17.799999999995634,39.637,24.629,-0.102,4.2458135,50.50970900000001,12,0.66,174.47000122070312,116,1525.634472,,,,,,,,,,,,,,,,
17.89999999999418,38.593,23.98,-0.296,4.245814333333333,50.5096995,12,0.66,175.57000732421875,116,1485.450745,,,,,,,,,,,,,,,,
18,38.054,23.645,-0.153,4.245814666666666,50.50969,12,0.66,177.02000427246094,116,1464.704549,,,,,,,,,,,,,,,,
18.099999999998545,37.758,23.461,-0.084,4.2458145,50.509680499999995,12,0.66,179.0800018310547,115.9,1453.311461,,,,,,,,,,,,,,,,
18.19999999999709,37.131,23.072,-0.178,4.245814666666666,50.50967133333334,12,0.66,179.02000427246094,115.9,1429.178131,,,,,,,,,,,,,,,,
18.299999999995634,37.2,23.115,0.02,4.245814833333333,50.509662,12,0.66,179.41000366210938,115.9,1431.833952,,,,,,,,,,,,,,,,
18.39999999999418,36.689,22.797,-0.145,4.245815666666667,50.509652833333334,12,0.66,177.64999389648438,115.9,1412.16548,,,,,,,,,,,,,,,,
18.5,35.677,22.168,-0.287,4.245817,50.509643999999994,12,0.66,175.44000244140625,115.8,1373.213438,,,,,,,,,,,,,,,,
18.599999999998545,35.058,21.784,-0.175,4.245818666666667,50.509635333333335,12,0.66,174,115.8,1349.388029,,,,,,,,,,,,,,,,
